순번,SIDO,PLACE,LAT,MANAGER,LON,SSID,TEL,GU_DESC,JIBUN_ADDR,ROAD_ADDR,PLACE_DETAIL,MANUFACTURER,TYPE
1093,부산광역시,수정2동 주민센터,35.130679,부산광역시,129.042857,Public WiFi,051-888-4604,동구,부산광역시 동구 수정동 795-35,부산광역시 동구 수정중로11번길 23,민원실,LGU+,관공서
1094,부산광역시,수정1동 주민센터,35.125396,부산광역시,129.042279,Public WiFi,051-888-4604,동구,부산광역시 동구 수정동 1011-126,부산광역시 동구 홍곡로 71,민원실,LGU+,관공서
1095,부산광역시,산복도로 종합체험센터,35.122985,부산광역시,129.0357882,Public WiFi,051-888-4604,동구,부산광역시 동구 초량동 793-24,부산광역시 동구 망양로596번길 18,센터,KT,기타
1096,부산광역시,부산항국제여객터미널,35.103111,부산광역시,129.041062,Public WiFi,051-888-4604,동구,부산광역시 동구 중앙동4가 15-4,부산광역시 동구 충장대로 24,터미널,LGU+,교통시설
1097,부산광역시,부산진시장,35.136464,부산광역시,129.058692,Public WiFi,051-888-4604,동구,부산광역시 동구 범일동 290-1,부산광역시 동구 진시장로 24,시장,LGU+,서민·복지시설
1098,부산광역시,부산진남문시장,35.138502,부산광역시,129.054456,Public WiFi,051-888-4604,동구,부산광역시 동구 범일동 291,부산광역시 동구 범일로65번길 8,시장,LGU+,서민·복지시설
1099,부산광역시,부산역,35.1162619,부산광역시,129.0429122,Public WiFi,051-888-4604,동구,부산광역시 동구 초량3동 1187-1,부산광역시 동구 중앙대로 206,4층,SKT,교통시설
1100,부산광역시,부산역,35.1162619,부산광역시,129.0429122,Public WiFi,051-888-4604,동구,부산광역시 동구 초량3동 1187-1,부산광역시 동구 중앙대로 206,3층,SKT,교통시설
1101,부산광역시,부산역,35.1162619,부산광역시,129.0429122,Public WiFi,051-888-4604,동구,부산광역시 동구 초량3동 1187-1,부산광역시 동구 중앙대로 206,1층,SKT,교통시설
1102,부산광역시,부산시립중앙도서관 수정분관,35.128933,부산광역시,129.047706,Public WiFi,051-888-4604,동구,부산광역시 동구 수정1동 1032-21,부산광역시 동구 홍곡로 53,4층,SKT,지역문화시설
1103,부산광역시,부산시립중앙도서관 수정분관,35.128933,부산광역시,129.047706,Public WiFi,051-888-4604,동구,부산광역시 동구 수정1동 1032-21,부산광역시 동구 홍곡로 53,3층,SKT,지역문화시설
1104,부산광역시,부산시립중앙도서관 수정분관,35.128933,부산광역시,129.047706,Public WiFi,051-888-4604,동구,부산광역시 동구 수정1동 1032-21,부산광역시 동구 홍곡로 53,2층,SKT,지역문화시설
1105,부산광역시,부산시립중앙도서관 수정분관,35.128933,부산광역시,129.047706,Public WiFi,051-888-4604,동구,부산광역시 동구 수정1동 1032-21,부산광역시 동구 홍곡로 53,1층,SKT,지역문화시설
1106,부산광역시,부산관광협회,35.1138458,부산광역시,129.0381865,Public WiFi,051-888-4604,동구,부산광역시 동구 초량1동 569-2,부산광역시 동구 대영로243번길 38,협회,SKT,관공서
1107,부산광역시,범일5동 주민센터,35.1305108,부산광역시,129.0538053,Public WiFi,051-888-4604,동구,부산광역시 동구 좌천동 68-54,부산광역시 동구 성남로47번길 13,민원실,KT,관공서
1108,부산광역시,범일4동 주민센터,35.141307,부산광역시,129.049115,Public WiFi,051-888-4604,동구,부산광역시 동구 범일동 1438-83,부산광역시 동구 범상로 12,민원실,LGU+,관공서
1109,부산광역시,범일2동주민센터,35.1351096,부산광역시,129.0597919,Public WiFi,051-888-4604,동구,부산광역시 동구 범일동 330-145,부산광역시 동구 범일로 58,민원실,KT,관공서
1110,부산광역시,범일1동 주민센터,35.139415,부산광역시,129.056051,Public WiFi,051-888-4604,동구,부산광역시 동구 범일동 79-1,부산광역시 동구 범곡로 14,민원실,LGU+,관공서
1111,부산광역시,동부산우체국,35.1382309,부산광역시,129.0622118,Public WiFi,051-888-4604,동구,부산광역시 동구 범일2동 830-63,부산광역시 동구 조방로 15,민원실,KT,관공서
1112,부산광역시,동구청,35.1292467,부산광역시,129.0454237,Public WiFi,051-888-4604,동구,부산광역시 동구 수정동 806-74,부산광역시 동구 구청로 1,민원실,KT,관공서
1113,부산광역시,동구청,35.1292467,부산광역시,129.0454237,Public WiFi,051-888-4604,동구,부산광역시 동구 수정동 806-74,부산광역시 동구 구청로 1,2층북카페,KT,관공서
1114,부산광역시,동구 장애인복지관,35.1309344,부산광역시,129.0404614,Public WiFi,051-888-4604,동구,부산광역시 동구 수정2동 767-7번지,부산광역시 동구 망양로 748,복지관,SKT,서민·복지시설
1115,부산광역시,동구 보건소,35.1257702,부산광역시,129.0404496,Public WiFi,051-888-4604,동구,부산광역시 동구 수정1동 1011-886번지,부산광역시 동구 홍곡중로5번길 24,민원실,LGU+,서민·복지시설
1116,부산광역시,동구 노인복지관,35.1292475,부산광역시,129.0453896,Public WiFi,051-888-4604,동구,부산광역시 동구 수정동 806-74,부산광역시 동구 구청로 1,복지관,LGU+,서민·복지시설
1117,부산광역시,부산역 대합실 입구 주변,35.115096,부산광역시,129.041528,Dynamic Busan,051-888-4604,동구,부산광역시 동구 초량동 1187-1,부산광역시 동구 중앙대로 206,광장,부산광역시,교통시설
1118,부산광역시,이기대도시자연공원,35.115275,부산광역시,129.123289,Public WiFi,051-888-4604,남구,부산광역시 남구 용호3동 산25,부산광역시 남구 이기대공원로 105-20,공원,KT,관광
1119,부산광역시,부산문화회관,35.127271,부산광역시,129.093622,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 848-4,부산광역시 남구 유엔평화로76번길 1,문화회관,KT,지역문화시설
1120,부산광역시,NH농협은행 문현동지점,35.139221,부산광역시,129.068009,Public WiFi,051-888-4604,남구,부산광역시 남구 문현동 383-1,부산광역시 남구 전포대로 26,민원실,KT,기타
1121,부산광역시,농협 석포지점,35.129164,부산광역시,129.091469,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1087-5,부산광역시 남구 석포로 131,민원실,SKT,기타
1122,부산광역시,지게골복지관,35.1342724,부산광역시,129.0760035,Public WiFi,051-888-4604,남구,부산광역시 남구 문현4동 271-16,부산광역시 남구 지게골로 139-33,복지관,LGU+,서민·복지시설
1123,부산광역시,㈜용호시장,35.1150275,부산광역시,129.1127842,Public WiFi,051-888-4604,남구,부산광역시 남구 용호2동 516-10번지,부산광역시 남구 동명로152번길 93,시장,LGU+,서민·복지시설
1124,부산광역시,이기대해안공원,35.126121,부산광역시,129.114661,Public WiFi,051-888-4604,남구,부산광역시 남구 용호3동 29,부산광역시 남구 이기대공원로 11,공원,SKT,관광
1125,부산광역시,천마재활원,35.0802937,부산광역시,129.019172,Public WiFi,051-888-4604,서구,부산광역시 서구 암남동 81-90,부산광역시 서구 천해로 7번길 55-10,재활원,SKT,서민·복지시설
1126,부산광역시,천마산조각공원,35.091343,부산광역시,129.018327,Public WiFi,051-888-4604,서구,부산광역시 서구 남부민동 14-1,부산광역시 서구 남부민동 14-1,공원,SKT,관광
1127,부산광역시,은애모자원,35.0702691,부산광역시,129.016094,Public WiFi,051-888-4604,서구,부산광역시 서구 암남동 169-1,부산광역시 서구 장군산로 103번길 6,모자원,KT,서민·복지시설
1128,부산광역시,암남동 주민센터,35.0799388,부산광역시,129.0213237,Public WiFi,051-888-4604,서구,부산광역시 서구 암남동 676-1번지,부산광역시 서구 충무대로 85,민원실,LGU+,관공서
1129,부산광역시,안나모자원,35.1279547,부산광역시,129.0057797,Public WiFi,051-888-4604,서구,부산광역시 서구 서대신동3가 7-23,부산광역시 서구 꽃마을로 163번길 40,모자원,KT,서민·복지시설
1130,부산광역시,아미시장,35.0996486,부산광역시,129.0174768,Public WiFi,051-888-4604,서구,부산광역시 서구 아미동2가 96-11,부산광역시 서구 아미초장로 132,시장,LGU+,서민·복지시설
1131,부산광역시,아미동 주민센터,35.100182,부산광역시,129.015452,Public WiFi,051-888-4604,서구,부산광역시 서구 아미동2가 133-8,부산광역시 서구 해돋이로269번길 17,민원실,LGU+,관공서
1132,부산광역시,송도가정,35.0839451,부산광역시,129.0123595,Public WiFi,051-888-4604,서구,부산광역시 서구 암남동 5-7번지,부산광역시 서구 천해남로 7,송도가정,LGU+,서민·복지시설
1133,부산광역시,서대신4동 주민센터,35.119201,부산광역시,129.012579,Public WiFi,051-888-4604,서구,부산광역시 서구 서대신동3가 706-11,부산광역시 서구 보수대로 303,민원실,LGU+,관공서
1134,부산광역시,서대신3동 주민센터,35.113484,부산광역시,129.011935,Public WiFi,051-888-4604,서구,부산광역시 서구 서대신동3가 609,부산광역시 서구 대신로 27,민원실,LGU+,관공서
1135,부산광역시,서대신1동 주민센터,35.111091,부산광역시,129.014454,Public WiFi,051-888-4604,서구,부산광역시 서구 서대신동2가 179-1,부산광역시 서구 구덕로315번길 49,민원실,LGU+,관공서
1136,부산광역시,서대신1동 골목시장,35.110422,부산광역시,129.0173213,Public WiFi,051-888-4604,서구,부산광역시 서구 구덕로295번길 4,부산광역시 서구 서대신동2가 99-5,시장,LGU+,서민·복지시설
1137,부산광역시,서구청 평생학습관,35.0976972,부산광역시,129.0241259,Public WiFi,051-888-4604,서구,부산광역시 서구 토성동4가 2-3번지,부산광역시 서구 구덕로 120,민원실,LGU+,관공서
1138,부산광역시,서구노인복지관,35.0732005,부산광역시,129.0142802,Public WiFi,051-888-4604,서구,부산광역시 서구 암남동 553-1,부산광역시 서구 장군산로 46번길 21,복지관,LGU+,서민·복지시설
1139,부산광역시,부산서구청,35.0976972,부산광역시,129.0241259,Public WiFi,051-888-4604,서구,부산광역시 서구 토성동4가 2-3번지,부산광역시 서구 구덕로 120,민원실,LGU+,관공서
1140,부산광역시,부산서구청,35.097922,부산광역시,129.024201,Public WiFi,051-888-4604,서구,부산광역시 서구 토성동4가 2,부산광역시 서구 구덕로 120,민원실,KT,관공서
1141,부산광역시,부산기독교종합사회복지관,35.1014098,부산광역시,129.021133,Public WiFi,051-888-4604,서구,부산광역시 서구 토성동2가 4-1번지,부산광역시 서구 까치고개로229번길 40,복지관,LGU+,서민·복지시설
1142,부산광역시,부민동 주민센터,35.103831,부산광역시,129.018465,Public WiFi,051-888-4604,서구,부산광역시 서구 부민동3가 29-1,부산광역시 서구 임시수도기념로 22-11,민원실,LGU+,관공서
1143,부산광역시,부민노인복지관,35.1074863,부산광역시,129.0180367,Public WiFi,051-888-4604,서구,부산광역시 서구 부용동2가 86,부산광역시 서구 부용로 30,복지관,SKT,서민·복지시설
1144,부산광역시,동대신3동 주민센터,35.1144341,부산광역시,129.0172561,Public WiFi,051-888-4604,서구,부산광역시 서구 동대신동3가 329-1,부산광역시 서구 대영로73번길 92,민원실,LGU+,관공서
1145,부산광역시,동대신2동 주민센터,35.1129848,부산광역시,129.0232214,Public WiFi,051-888-4604,서구,부산광역시 서구 동대신동2가 933-1,부산광역시 서구 동대신동2가 933-1,민원실,SKT,관공서
1146,부산광역시,동대신1동 주민센터,35.1096039,부산광역시,129.0202049,Public WiFi,051-888-4604,서구,부산광역시 서구 동대신동1가 202,부산광역시 서구 구덕로280번길 32,민원실,LGU+,관공서
1147,부산광역시,동대신1동 골목시장,35.1098895,부산광역시,129.0196419,Public WiFi,051-888-4604,서구,부산광역시 서구 동대신동1가 164-7,부산광역시 서구 대영로74번길 15,시장,LGU+,서민·복지시설
1148,부산광역시,대신공원,35.1239131,부산광역시,129.018538,Public WiFi,051-888-4604,서구,부산광역시 서구 서대신동3가 2-3,부산광역시 서구 대신공원로 34-91,공원,SKT,관광
1149,부산광역시,남부민2동 주민센터,35.0843062,부산광역시,129.0230598,Public WiFi,051-888-4604,서구,부산광역시 서구 남부민동 456-6,부산광역시 서구 천마로 87,민원실,LGU+,관공서
1150,부산광역시,남부민1동 주민센터,35.092788,부산광역시,129.0233929,Public WiFi,051-888-4604,서구,부산광역시 서구 남부민동 643-16,부산광역시 서구 충무대로255번길 5-26,민원실,LGU+,관공서
1151,부산광역시,엄궁농산물시장,35.1279057,부산광역시,128.9671554,Public WiFi,051-888-4604,사상구,부산광역시 사상구 엄궁동 648,부산광역시 사상구 농산물시장로 9(엄궁동),시장,SKT,서민·복지시설
1152,부산광역시,삼신전문장례식장,35.1508721,부산광역시,128.9853634,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 161-5,부산광역시 사상구 대동로 261,장례식장,LGU+,서민·복지시설
1153,부산광역시,삼락동주민센터,35.1769645,부산광역시,128.9777337,Public WiFi,051-888-4604,사상구,부산광역시 사상구 삼락동 396-23,부산광역시 사상구 낙동대로1310번길 19(삼락동),민원실,SKT,관공서
1154,부산광역시,사상평생학습관,35.1556124,부산광역시,128.9866768,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 120-56,부산광역시 사상구 새벽로168번길 61 (감전동),학습관,SKT,지역문화시설
1155,부산광역시,사상구청소년수련관,35.1830009,부산광역시,128.9901885,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라동 1365-1,부산광역시 사상구 덕상로 129 (모라동),수련관,SKT,지역문화시설
1156,부산광역시,사상구청,35.1523423,부산광역시,128.9913242,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 138-8,부산광역시 사상구 학감대로 242,민원실,SKT,관공서
1157,부산광역시,사상구종합사회복지관,35.1554387,부산광역시,128.9947789,Public WiFi,051-888-4604,사상구,부산광역시 사상구 주례1동 1006-5,부산광역시 사상구 백양대로 527,복지관,LGU+,서민·복지시설
1158,부산광역시,사상구보건소 민원실,35.1523423,부산광역시,128.9913242,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 138-8,부산광역시 사상구 학감대로 242,민원실,SKT,관공서
1159,부산광역시,사상구 장애인직업재활시설,35.1854721,부산광역시,129.0003431,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라동 75-1,부산광역시 사상구 모라로192번길 2 (모라동),시설,SKT,서민·복지시설
1160,부산광역시,사상구 장애인복지관,35.1849042,부산광역시,129.000911,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라3동 75-9,부산광역시 사상구 모라로192번길 21,복지관,SKT,서민·복지시설
1161,부산광역시,사상 해오름 지역아동센터,35.1541009,부산광역시,128.9779365,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 150-6,부산광역시 사상구 새벽시장로56번가길 41 (감전동),센터,SKT,서민·복지시설
1162,부산광역시,사상 노인대학,35.1564374,부산광역시,128.9836244,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 121-25,부산광역시 사상구 새벽로 172 (감전동),노인대학,SKT,서민·복지시설
1163,부산광역시,부산새벽시장,35.1713005,부산광역시,128.9822514,Public WiFi,051-888-4604,사상구,부산광역시 사상구 덕포동 421-13,부산광역시 사상구 사상로293번길 12,시장,SKT,편의시설
1164,부산광역시,부산사상우체국,35.1605361,부산광역시,128.9859205,Public WiFi,051-888-4604,사상구,부산광역시 사상구 괘법동 554-12,부산광역시 사상구 사상로 165,민원실,KT,관공서
1165,부산광역시,부산사상도서관,35.1781589,부산광역시,128.9898827,Public WiFi,051-888-4604,사상구,부산광역시 사상구 덕포2동 24-65,부산광역시 사상구 덕상로72번길 9,도서관,KT,지역문화시설
1166,부산광역시,백양종합사회복지관,35.183407,부산광역시,129.000513,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라3동 75 모라주공3단지내,부산광역시 사상구 모라로192번길 20-33,복지관,KT,서민·복지시설
1167,부산광역시,모라종합사회복지관,35.1846329,부산광역시,128.9960819,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라3동 551,부산광역시 사상구 모라로110번길 129,복지관,SKT,서민·복지시설
1168,부산광역시,모라3동주민센터,35.1846329,부산광역시,128.9960819,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라3동 551-1,부산광역시 사상구 모라로110번길 99,민원실,SKT,관공서
1169,부산광역시,모라1동주민센터,35.1911136,부산광역시,128.9923337,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라1동 1343,부산광역시 사상구 백양대로 952,민원실,SKT,관공서
1170,부산광역시,모라 어깨동무 지역아동센터,35.1849128,부산광역시,128.9933876,Public WiFi,051-888-4604,사상구,부산광역시 사상구 모라동 422-4,부산광역시 사상구 모라로110번길 43 (모라동),센터,SKT,관공서
1171,부산광역시,덕포2동주민센터,35.1744875,부산광역시,128.9829918,Public WiFi,051-888-4604,사상구,부산광역시 사상구 덕포동 403-9,부산광역시 사상구 사상로337번길 17,민원실,SKT,관공서
1172,부산광역시,덕포1동주민센터,35.1703726,부산광역시,128.9832404,Public WiFi,051-888-4604,사상구,부산광역시 사상구 덕포동 426-5,부산광역시 사상구 사상로292번길 12,민원실,SKT,관공서
1173,부산광역시,대한노인회 사상구지회,35.1734434,부산광역시,128.9834668,Public WiFi,051-888-4604,사상구,부산광역시 사상구 덕포동 417-9,부산광역시 사상구 사상로319번길 6,지회,SKT,서민·복지시설
1174,부산광역시,다누림센터(사상구),35.1473837,부산광역시,128.9947389,Public WiFi,051-888-4604,사상구,부산광역시 사상구 학장동 288-12,부산광역시 사상구 가야대로196번길 51,지하1층,SKT,지역문화시설
1175,부산광역시,다누림센터(사상구),35.1473837,부산광역시,128.9947389,Public WiFi,051-888-4604,사상구,부산광역시 사상구 학장동 288-12,부산광역시 사상구 가야대로196번길 51,6층,SKT,지역문화시설
1176,부산광역시,다누림센터(사상구),35.1473837,부산광역시,128.9947389,Public WiFi,051-888-4604,사상구,부산광역시 사상구 학장동 288-12,부산광역시 사상구 가야대로196번길 51,5층,SKT,지역문화시설
1177,부산광역시,다누림센터(사상구),35.1473837,부산광역시,128.9947389,Public WiFi,051-888-4604,사상구,부산광역시 사상구 학장동 288-12,부산광역시 사상구 가야대로196번길 51,4층,SKT,지역문화시설
1178,부산광역시,다누림센터(사상구),35.1473837,부산광역시,128.9947389,Public WiFi,051-888-4604,사상구,부산광역시 사상구 학장동 288-12,부산광역시 사상구 가야대로196번길 51,3층,SKT,지역문화시설
1179,부산광역시,다누림센터(사상구),35.1473837,부산광역시,128.9947389,Public WiFi,051-888-4604,사상구,부산광역시 사상구 학장동 288-12,부산광역시 사상구 가야대로196번길 51,2층,SKT,지역문화시설
1180,부산광역시,다누림센터(사상구),35.1473837,부산광역시,128.9947389,Public WiFi,051-888-4604,사상구,부산광역시 사상구 학장동 288-12,부산광역시 사상구 가야대로196번길 51,1층,SKT,지역문화시설
1181,부산광역시,괘법동주민센터,35.1637509,부산광역시,128.9871583,Public WiFi,051-888-4604,사상구,부산광역시 사상구 괘법동 541-24,부산광역시 사상구 광장로97번길 6,민원실,SKT,관공서
1182,부산광역시,괘법동주민센터,35.1637509,부산광역시,128.9871583,Public WiFi,051-888-4604,사상구,부산광역시 사상구 괘법동 541-24,부산광역시 사상구 광장로97번길 6,민원실,KT,관공서
1183,부산광역시,괘내마을 지역아동센터,35.1635767,부산광역시,128.989219,Public WiFi,051-888-4604,사상구,부산광역시 사상구 괘법동 468,부산광역시 사상구 백양대로646번나길 22 (괘법동),센터,SKT,서민·복지시설
1184,부산광역시,감전동주민센터,35.1542931,부산광역시,128.979387,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 920-10,부산광역시 사상구 새벽시장로56번길 20,민원실,SKT,관공서
1185,부산광역시,(주)부산전문장례식장,35.1544248,부산광역시,128.9737703,Public WiFi,051-888-4604,사상구,부산광역시 사상구 감전동 148-15,부산광역시 사상구 낙동대로 1056,장례식장,LGU+,서민·복지시설
1186,부산광역시,삼락강변공원,35.189954,부산광역시,128.978116,Dynamic Busan,051-888-4604,사상구,부산광역시 사상구 삼락동 331,부산광역시 사상구 삼락동 331,축구장입구CCTV Pole,부산광역시,관광
1187,부산광역시,삼락강변공원,35.168637,부산광역시,128.969576,Dynamic Busan,051-888-4604,사상구,부산광역시 사상구 삼락동 29-21,부산광역시 사상구 삼락동 29-21,계류장앞 Pole,부산광역시,관광
1188,부산광역시,삼락강변공원,35.168751,부산광역시,128.975029,Dynamic Busan,051-888-4604,사상구,부산광역시 사상구 삼락동 685-3,부산광역시 사상구 삼락동 685-3,공원입구CCTV Pole,부산광역시,관광
1189,부산광역시,농협 화명점,35.239101,부산광역시,129.014504,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 1528-5,부산광역시 북구 금곡대로 344,민원실,SKT,기타
1190,부산광역시,농협 덕천동지점,35.211185,부산광역시,129.008581,Public WiFi,051-888-4604,북구,부산광역시 북구 덕천동 382-8,부산광역시 북구 만덕대로 33,민원실,SKT,기타
1191,부산광역시,화정종합사회복지관,35.2524923,부산광역시,129.0148386,Public WiFi,051-888-4604,북구,부산광역시 북구 금곡동 1108,부산광역시 북구 효열로 76,복지관,LGU+,서민·복지시설
1192,부산광역시,화명종합사회복지관,35.2268201,부산광역시,129.0098612,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 2310,부산광역시 북구 금곡대로199번길 21,복지관,LGU+,서민·복지시설
1193,부산광역시,화명역,35.236343,부산광역시,129.013841,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 1458,부산광역시 북구 금곡대로 지하 311,역사,LGU+,교통시설
1194,부산광역시,화명동 어촌박물관,35.2336482,부산광역시,129.0086681,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 2279,부산광역시 북구 학사로 118,박물관,SKT,지역문화시설
1195,부산광역시,화명3동 주민센터,35.231925,부산광역시,129.010035,Public WiFi,051-888-4604,북구,부산광역시 북구 화명3동 2285,부산광역시 북구 화명신도시로 85,민원실,KT,관공서
1196,부산광역시,화명2동 주민센터,35.243524,부산광역시,129.019857,Public WiFi,051-888-4604,북구,부산광역시 북구 화명2동 318-2,부산광역시 북구 양달로 58,민원실,KT,관공서
1197,부산광역시,화명1동 주민센터,35.2327403,부산광역시,129.0138044,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 1230-3,부산광역시 북구 금곡대로 274,민원실,LGU+,관공서
1198,부산광역시,한국산업인력공단 부산지부,35.2484788,부산광역시,129.0108314,Public WiFi,051-888-4604,북구,부산광역시 북구 금곡동 1877,부산광역시 북구 금곡대로441번길 26,민원실,LGU+,관공서
1199,부산광역시,청록소규모요양시설,35.2123112,부산광역시,129.040799,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕동 376-35,부산광역시 북구 중리로 32,시설,LGU+,서민·복지시설
1200,부산광역시,정화양로원,35.2440596,부산광역시,129.0193878,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 298,부산광역시 북구 양달로 55,양로원,LGU+,서민·복지시설
1201,부산광역시,열린,35.207062,부산광역시,129.039105,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕동 867-8,부산광역시 북구 은행나무로35번길 11,열린,KT,서민·복지시설
1202,부산광역시,아이쿱생활협동조합-화명동,35.2344185,부산광역시,129.0104323,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 2275-6,부산광역시 북구 화명신도시로 115,조합,KT,기타
1203,부산광역시,실버벨노인복지관,35.1942753,부산광역시,129.0085861,Public WiFi,051-888-4604,북구,부산광역시 북구 구포동 1255-2,부산광역시 북구 시랑로114번길 45,복지관,LGU+,서민·복지시설
1204,부산광역시,소상공인지원센터(부산),35.2110246,부산광역시,129.007938,Public WiFi,051-888-4604,북구,부산광역시 북구 덕천동 398-4,부산광역시 북구 만덕대로27번길 3,센터,SKT,관공서
1205,부산광역시,새구포종합상가시장,35.212152,부산광역시,129.0098127,Public WiFi,051-888-4604,북구,부산광역시 북구 덕천동 355-4,부산광역시 북구 의성로 96,시장,LGU+,서민·복지시설
1206,부산광역시,삼동재가노인지원서비스센터,35.2372743,부산광역시,129.0147118,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 1410-10,부산광역시 북구 금곡대로324번길 11,센터,LGU+,서민·복지시설
1207,부산광역시,북부산우체국,35.2322427,부산광역시,129.0098794,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 2282,부산광역시 북구 화명신도시로 89,민원실,KT,관공서
1208,부산광역시,북구청소년상담센터,35.2072516,부산광역시,129.0053527,Public WiFi,051-888-4604,북구,부산광역시 북구 구포동 610-1,부산광역시 북구 덕천로3,센터,LGU+,서민·복지시설
1209,부산광역시,북구청,35.1938847,부산광역시,128.9964466,Public WiFi,051-888-4604,북구,부산광역시 북구 구포2동 1124-1,부산광역시 북구 낙동대로1570번길 33,민원실,KT,관공서
1210,부산광역시,북구 시니어클럽,35.213582,부산광역시,129.005793,Public WiFi,051-888-4604,북구,부산광역시 북구 덕천동 241-66,부산광역시 북구 덕천로 83,클럽,LGU+,서민·복지시설
1211,부산광역시,북구 디지털도서관,35.2093871,부산광역시,129.0137281,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕동 843,부산광역시 북구 은행나무로 26,도서관,KT,지역문화시설
1212,부산광역시,부산장애인자립센터,35.2067852,부산광역시,129.037045,Public WiFi,051-888-4604,북구,부산광역시 북구 화명3동 2275-3,부산광역시 북구 화명신도시로 117,센터,SKT,서민·복지시설
1213,부산광역시,부산광역시립 구포도서관,35.2346721,부산광역시,129.0104746,Public WiFi,051-888-4604,북구,부산광역시 북구 구포2동 1139-1,부산광역시 북구 백양대로1016번다길 43,도서관,SKT,지역문화시설
1214,부산광역시,보건소,35.239269,부산광역시,129.014782,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 1531-4,부산광역시 북구 금곡대로 348 (화명동),민원실,KT,서민·복지시설
1215,부산광역시,반딧불이,35.2072516,부산광역시,129.0053527,Public WiFi,051-888-4604,북구,부산광역시 북구 금곡동 98-1,부산광역시 북구 금곡대로616번길 10-23,반딧불이,LGU+,기타
1216,부산광역시,만덕종합사회복지관,35.2018588,부산광역시,129.0354677,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕2동 949-1,부산광역시 북구 함박봉로140번길 102,복지관,LGU+,서민·복지시설
1217,부산광역시,만덕3동 주민센터,35.2113861,부산광역시,129.0292011,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕3동 916-3,부산광역시 북구 만덕3로 52,민원실,SKT,관공서
1218,부산광역시,만덕2동 주민센터,35.2100998,부산광역시,129.0370743,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕동 289-1,부산광역시 북구 만덕2로44번길 10 (만덕동),민원실,KT,관공서
1219,부산광역시,만덕2동 제일상가 시장,35.208466,부산광역시,129.0371058,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕동 845-2,부산광역시 북구 덕천로304번길 23,시장,KT,편의시설
1220,부산광역시,만덕1동 주민센터,35.2134622,부산광역시,129.0363742,Public WiFi,051-888-4604,북구,부산광역시 북구 만덕1동 830-34,부산광역시 북구 만덕1로 1,민원실,SKT,관공서
1221,부산광역시,리틀스쿨,35.2412271,부산광역시,129.0210663,Public WiFi,051-888-4604,북구,부산광역시 북구 화명동 498-6,부산광역시 북구 산성로 76-8,리틀스쿨,LGU+,기타
1222,부산광역시,동원종합사회복지관,35.2595752,부산광역시,129.0150898,Public WiFi,051-888-4604,북구,부산광역시 북구 금곡동 98-1,부산광역시 북구 금곡대로616번길 10-9,복지관,KT,서민·복지시설
1223,부산광역시,덕천종합사회복지관,35.2088091,부산광역시,129.0155365,Public WiFi,051-888-4604,북구,부산광역시 북구 덕천동 808,부산광역시 북구 덕천로 74,복지관,LGU+,서민·복지시설
1224,부산광역시,덕천보건지소,35.2128598,부산광역시,129.0142563,Public WiFi,051-888-4604,북구,부산광역시 북구 덕천동 378-7,부산광역시 북구 만덕대로89번길 9 (덕천동),민원실,KT,서민·복지시설
1225,부산광역시,덕천3동 주민센터,35.2099448,부산광역시,129.0174783,Public WiFi,051-888-4604,북구,부산광역시 북구 덕천동 809-1,부산광역시 북구 덕천로 118 (덕천동),민원실,KT,관공서
