지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
신자룡마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 상하면 자룡리 297-5,전라북도 고창군 상하면 자룡리 297-5,35.438499,126.447977,301,91,Y,000-0000-0000,,상하면,1405,2628,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
청해마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 하련리 628,전라북도 고창군 해리면 하련리 628,35.461118,126.537791,937,283,Y,063-560-8307,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,063-560-8307,2019-06-20,4780000,전라북도 고창군,
해리시장공영주차장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 하련리 189-5,전라북도 고창군 해리면 하련리 189-5,35.459433,126.541407,950,287,Y,063-560-2572,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,063-560-2572,2019-06-20,4780000,전라북도 고창군,
해리고등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 해리면 하련리 570-0,전라북도 고창군 해리면 하련리 570-0,35.46518559,126.5376303,4099,1242,Y,063-562-6044,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,063-562-6044,2019-06-20,4780000,전라북도 고창군,
해리중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 해리면 하련리 245-0,전라북도 고창군 해리면 하련리 245-0,35.4625052,126.5393068,7681,2327,Y,063-563-6072,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,063-563-6072,2019-06-20,4780000,전라북도 고창군,
수락마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 평지리 산1-2,전라북도 고창군 해리면 평지리 산1-2,35.459038,126.550734,73,22,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
행산마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 송산리 666,전라북도 고창군 해리면 송산리 666,35.453446,126.530022,187,57,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
해리초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 해리면 안산리 504-0,전라북도 고창군 해리면 안산리 504-0,35.46545474,126.5356752,11340,3436,Y,063-563-5319,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,063-563-5319,2019-06-20,4780000,전라북도 고창군,
용반마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 왕촌리 1272-2,전라북도 고창군 해리면 왕촌리 1272-2,35.472428,126.499292,603,183,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
미산마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 사반리 673-4,전라북도 고창군 해리면 사반리 673-4,35.482143,126.481427,1045,317,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
사반마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 사반리 212-7,전라북도 고창군 해리면 사반리 212-7,35.480375,126.490938,276,84,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
목동마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 금평리 294-3,전라북도 고창군 해리면 금평리 294-3,35.489849,126.513137,158,48,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
상부마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 광승리 1107,전라북도 고창군 해리면 광승리 1107,35.495279,126.474301,97,29,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
구동호마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 해리면 동호리 550,전라북도 고창군 해리면 동호리 550,35.518136,126.486138,96,29,Y,000-0000-0000,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
동호초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 해리면 동호리 103-4,전라북도 고창군 해리면 동호리 103-4,35.50731228,126.4942849,8056,2441,Y,063-563-6298,,해리면,1673,3080,,적용,1등급,,,,,,전라북도 고창군청,063-563-6298,2019-06-20,4780000,전라북도 고창군,
성송주차장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 대성로 778,전라북도 고창군 성송면 대성로 778,35.36479351,126.6467102,378,114,Y,063-560-2572,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,063-560-2572,2019-06-20,4780000,전라북도 고창군,
송산마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 송산길 136-14,전라북도 고창군 성송면 송산길 136-14,35.34615639,126.6370616,751,227,Y,000-0000-0000,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
방축마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 산수리 448-4,전라북도 고창군 성송면 산수리 448-4,35.344763,126.611336,93,28,Y,000-0000-0000,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
양사마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 하고리 672,전라북도 고창군 성송면 하고리 672,35.364201,126.608291,176,53,Y,000-0000-0000,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
암치마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 암치리 119-15,전라북도 고창군 성송면 암치리 119-15,35.35147535,126.6490154,296,89,Y,000-0000-0000,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
성송초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 성송면 암치리 389-1,전라북도 고창군 성송면 암치리 389-1,35.35602819,126.6440261,4675,1416,Y,063-563-1006,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,063-563-1006,2019-06-20,4780000,전라북도 고창군,
판정마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 판정리 445-3,전라북도 고창군 성송면 판정리 445-3,35.36499142,126.6322605,109,33,Y,000-0000-0000,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
월평마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 향산리 420-12,전라북도 고창군 성송면 향산리 420-12,35.38370457,126.6361198,250,75,Y,000-0000-0000,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
고창남중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 성송면 향산리 79-1,전라북도 고창군 성송면 향산리 79-1,35.37354039,126.6479396,15382,46612,Y,063-564-1944,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,063-564-1944,2019-06-20,4780000,전라북도 고창군,
사내마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성송면 사내리 59,전라북도 고창군 성송면 사내리 59,35.387214,126.654081,280,84,Y,000-0000-0000,,성송면,1126,1938,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
매산리 공원2,지진대피소,옥외대피소,공원,전라북도 고창군 대산면 공음대산로 936-10,전라북도 고창군 대산면 공음대산로 936-10,35.33957527,126.5979031,810,245,Y,063-560-2594,,대산면,2001,3640,,적용,1등급,,,,,,전라북도 고창군청,063-560-2594,2019-06-20,4780000,전라북도 고창군,
매산리 공원,지진대피소,옥외대피소,공원,전라북도 고창군 대산면 매산리 198-41,전라북도 고창군 대산면 매산리 198-41,35.33952909,126.5976708,1271,385,Y,063-560-2594,,대산면,2001,3640,,적용,1등급,,,,,,전라북도 고창군청,063-560-2594,2019-06-20,4780000,전라북도 고창군,
대성중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 대산면 매산리 175-14,전라북도 고창군 대산면 매산리 175-14,35.33916966,126.6033695,6602,2000,Y,063-562-8050,,대산면,2001,3640,,적용,1등급,,,,,,전라북도 고창군청,063-562-8050,2019-06-20,4780000,전라북도 고창군,
매산초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 대산면 매산리 196-3,전라북도 고창군 대산면 매산리 196-3,35.33996946,126.5946185,9500,2878,Y,063-562-8018,,대산면,2001,3640,,적용,1등급,,,,,,전라북도 고창군청,063-562-8018,2019-06-20,4780000,전라북도 고창군,
대산초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 대산면 율촌리 272-0,전라북도 고창군 대산면 율촌리 272-0,35.32910987,126.5635976,12008,3638,Y,063-562-8072,,대산면,2001,3640,,적용,1등급,,,,,,전라북도 고창군청,063-562-8072,2019-06-20,4780000,전라북도 고창군,
약산마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 대산면 춘산리 762-1,전라북도 고창군 대산면 춘산리 762-1,35.312641,126.568052,923,280,Y,000-0000-0000,,대산면,2001,3640,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
대촌마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 대산면 해룡리 362,전라북도 고창군 대산면 해룡리 362,35.314873,126.534832,573,174,Y,000-0000-0000,,대산면,2001,3640,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
만돌갯벌체험장,지진대피소,옥외대피소,기타,전라북도 고창군 심원면 만돌리 960-26,전라북도 고창군 심원면 만돌리 960-26,35.539946,126.564929,4803,145,Y,000-0000-0000,,심원면,1427,2687,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
두어마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 심원면 두어리 611,전라북도 고창군 심원면 두어리 611,35.525789,126.536761,660,200,Y,000-0000-0000,,심원면,1427,2687,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
심원중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 심원면 연화리 664-9,전라북도 고창군 심원면 연화리 664-9,35.52060602,126.5482161,10004,3031,Y,063-563-5066,,심원면,1427,2687,,적용,1등급,,,,,,전라북도 고창군청,063-563-5066,2019-06-20,4780000,전라북도 고창군,
사등마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 심원면 월산리 1036,전라북도 고창군 심원면 월산리 1036,35.534117,126.555813,630,190,Y,000-0000-0000,,심원면,1427,2687,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
심원초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 심원면 월산리 774-0,전라북도 고창군 심원면 월산리 774-0,35.5254405,126.5523851,8516,2580,Y,063-563-5020,,심원면,1427,2687,,적용,1등급,,,,,,전라북도 고창군청,063-563-5020,2019-06-20,4780000,전라북도 고창군,
하전갯벌체험장,지진대피소,옥외대피소,기타,전라북도 고창군 심원면 하전리 709-1,전라북도 고창군 심원면 하전리 709-1,35.539946,126.564929,654,198,Y,000-0000-0000,,심원면,1427,2687,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
흥덕초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 흥덕면 흥덕초등길 13,전라북도 고창군 흥덕면 흥덕초등길 13,35.51965074,126.7016673,21608,3851,Y,063-562-6021,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-562-6021,2019-06-20,4780000,전라북도 고창군,
흥덕공원,지진대피소,옥외대피소,공원,전라북도 고창군 흥덕면 흥덕리 산2-1,전라북도 고창군 흥덕면 흥덕리 산2-1,35.52426744,126.7003437,11400,3454,Y,063-560-2594,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-2594,2019-06-20,4780000,전라북도 고창군,
흥덕면 시장옆,지진대피소,옥외대피소,기타,전라북도 고창군 흥덕면 흥덕리 353-1,전라북도 고창군 흥덕면 흥덕리 353-1,35.521307,126.700662,538,67163,Y,063-560-2572,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-2572,2019-06-20,4780000,전라북도 고창군,
흥덕면 알뜰정육점 옆,지진대피소,옥외대피소,기타,전라북도 고창군 흥덕면 흥덕리 238-7,전라북도 고창군 흥덕면 흥덕리 238-7,35.519884,126.700095,744,225,Y,063-560-2572,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-2572,2019-06-20,4780000,전라북도 고창군,
흥덕면장미주택 앞,지진대피소,옥외대피소,기타,전라북도 고창군 흥덕면 흥덕리 278,전라북도 고창군 흥덕면 흥덕리 278,35.520099,126.702241,474,143,Y,063-560-2572,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-2572,2019-06-20,4780000,전라북도 고창군,
고창북고등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 흥덕면 흥덕리 157-1,전라북도 고창군 흥덕면 흥덕리 157-1,35.51545823,126.6981041,9720,2945,Y,063-560-6978,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-6978,2019-06-20,4780000,전라북도 고창군,
흥덕중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 흥덕면 흥덕리 436-0,전라북도 고창군 흥덕면 흥덕리 436-0,35.52345645,126.7016033,22610,3851,Y,063-562-6067,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-562-6067,2019-06-20,4780000,전라북도 고창군,
흥덕공원,지진대피소,옥외대피소,공원,전라북도 고창군 흥덕면 동사리 437-35,전라북도 고창군 흥덕면 동사리 437-35,35.51868513,126.7041093,1680,509,Y,063-560-2594,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-2594,2019-06-20,4780000,전라북도 고창군,
흥덕면사무소 광장,지진대피소,옥외대피소,기타,전라북도 고창군 흥덕면 동사리 437-57,전라북도 고창군 흥덕면 동사리 437-57,35.518026,126.703921,716,217,Y,063-560-8422,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-8422,2019-06-20,4780000,전라북도 고창군,
내사마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 흥덕면 사천리 122-4,전라북도 고창군 흥덕면 사천리 122-4,35.508064,126.694791,1771,537,Y,063-560-8422,,흥덕면,1795,3340,,적용,1등급,,,,,,전라북도 고창군청,063-560-8422,2019-06-20,4780000,전라북도 고창군,
성내초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 성내면 양계리 479-0,전라북도 고창군 성내면 양계리 479-0,35.53744634,126.7444291,8022,2430,Y,063-562-3210,,성내면,1167,2120,,적용,1등급,,,,,,전라북도 고창군청,063-562-3210,2019-06-20,4780000,전라북도 고창군,
관동마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성내면 신성리 702-1,전라북도 고창군 성내면 신성리 702-1,35.558211,126.730559,163,49,Y,063-560-8451,,성내면,1167,2120,,적용,1등급,,,,,,전라북도 고창군청,063-560-8451,2019-06-20,4780000,전라북도 고창군,
성내중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 성내면 신성리 100-1,전라북도 고창군 성내면 신성리 100-1,35.54265795,126.744535,16452,4985,Y,063-562-3016,,성내면,1167,2120,,적용,1등급,,,,,,전라북도 고창군청,063-562-3016,2019-06-20,4780000,전라북도 고창군,
낙산마을광장,지진대피소,옥외대피소,기타,전라북도 고창군 성내면 산림리 319-2,전라북도 고창군 성내면 산림리 319-2,35.524935,126.759881,664,201,Y,063-560-8451,,성내면,1167,2120,,적용,1등급,,,,,,전라북도 고창군청,063-560-8451,2019-06-20,4780000,전라북도 고창군,
신림중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 신림면 대강길 24,전라북도 고창군 신림면 대강길 24,35.48707054,126.7170983,9900,3000,Y,063-562-4006,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,063-562-4006,2019-06-20,4780000,전라북도 고창군,
임리마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 무림리 299,전라북도 고창군 신림면 무림리 299,35.488975,126.714355,879,266,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
화룡마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 외화리 62-2,전라북도 고창군 신림면 외화리 62-2,35.494109,126.722791,179,54,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
왕림마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 도림리 290-4,전라북도 고창군 신림면 도림리 290-4,35.491667,126.736941,217,65,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
가평초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 신림면 가평리 639-0,전라북도 고창군 신림면 가평리 639-0,35.47734728,126.7383571,7049,2136,Y,063-562-4617,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,063-562-4617,2019-06-20,4780000,전라북도 고창군,
반룡마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 반룡리 510-1,전라북도 고창군 신림면 반룡리 510-1,35.46237975,126.7228745,219,66,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
해암마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 자포리 284,전라북도 고창군 신림면 자포리 284,35.473919,126.700106,164,49,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
송촌마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 송용리 349-10,전라북도 고창군 신림면 송용리 349-10,35.476811,126.713824,277,83,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
신림초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 신림면 법지리 13-1,전라북도 고창군 신림면 법지리 13-1,35.49398914,126.6999487,10056,3047,Y,063-562-4010,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,063-562-4010,2019-06-20,4780000,전라북도 고창군,
벽송마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 벽송리 373-8,전라북도 고창군 신림면 벽송리 373-8,35.480131,126.684119,137,41,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
부송마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 신림면 부송리 309-3,전라북도 고창군 신림면 부송리 309-3,35.472883,126.692059,133,40,Y,000-0000-0000,,신림면,1298,2347,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
부안초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 부안면 오산리 202-2,전라북도 고창군 부안면 오산리 202-2,35.51220258,126.6630548,11281,3418,Y,063-562-2020,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,063-562-2020,2019-06-20,4780000,전라북도 고창군,
지동마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 수남리 157,전라북도 고창군 부안면 수남리 157,35.520957,126.671419,193,58,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
상포마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 상암리 7971,전라북도 고창군 부안면 상암리 7971,35.571199,126.634261,711,215,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
인촌마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 봉암리 871-1,전라북도 고창군 부안면 봉암리 871-1,35.553604,126.625591,923,279,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
봉암초등학교,지진대피소,옥외대피소,운동장,전라북도 고창군 부안면 봉암리 211-0,전라북도 고창군 부안면 봉암리 211-0,35.55805805,126.6276436,18525,5613,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,063-562-1717,2019-06-20,4780000,전라북도 고창군,
안현마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 송현리 539,전라북도 고창군 부안면 송현리 539,35.539086,126.611022,100,30,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
진마마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 선운리 514,전라북도 고창군 부안면 선운리 514,35.536501,126.608262,308,93,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
용산마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 용산리 161-5,전라북도 고창군 부안면 용산리 161-5,35.501714,126.637753,522,158,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
구현마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 상등리 278-7,전라북도 고창군 부안면 상등리 278-7,35.504161,126.669521,169,51,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
상굴마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 상등리 592,전라북도 고창군 부안면 상등리 592,35.505581,126.664678,103,31,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
고창북중학교,지진대피소,옥외대피소,운동장,전라북도 고창군 부안면 상등리 665-0,전라북도 고창군 부안면 상등리 665-0,35.5093512,126.6596868,8886,2692,Y,063-562-2572,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,063-562-2572,2019-06-20,4780000,전라북도 고창군,
사창마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 사창리 385-1,전라북도 고창군 부안면 사창리 385-1,35.494525,126.674801,175,53,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
진목마을 광장,지진대피소,옥외대피소,기타,전라북도 고창군 부안면 사창리 109-1,전라북도 고창군 부안면 사창리 109-1,35.490949,126.679512,120,84,Y,000-0000-0000,,부안면,1618,2916,,적용,1등급,,,,,,전라북도 고창군청,000-0000-0000,2019-06-20,4780000,전라북도 고창군,
평창종합운동장,지진대피소,옥외대피소,운동장,강원도 평창군 평창읍 종부로 69-27,강원도 평창군 평창읍 종부리 596-3,37.3590688,128.3912301,5000,6060,Y,033-330-2548,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도 평창군청,033-330-2390,2019-05-28,4280000,강원도 평창군,
미탄초등학교 운동장,지진대피소,옥외대피소,운동장,강원도 평창군 미탄면 미탄중앙로 49,강원도 평창군 미탄면 창리 776-1,37.3420899301,128.5006248278,3376,4092,Y,033-332-3706,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
방림초등학교 운동장,지진대피소,옥외대피소,운동장,강원도 평창군 방림면 방림1길 9,강원도 평창군 방림면 방림리 1344,37.4281188,128.3917596,4728,5730,Y,033-332-1155,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
대화초등학교 운동장,지진대피소,옥외대피소,운동장,강원도 평창군 대화면 대화중앙로 92-9,강원도 평창군 대화면 대화리 971-3,37.4977347,128.4569864,11567,14020,Y,033-333-2732,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
봉평고등학교 운동장,지진대피소,옥외대피소,운동장,강원도 평창군 봉평면 기풍4길 27-6,강원도 평창군 봉평면 창동리 332,37.617897,128.3809589,6470,7842,Y,033-339-7802,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
장평초등학교 운동장,지진대피소,옥외대피소,운동장,강원도 평창군 용평면갈정지길 35-43,강원도 평창군 용평면 장평리 404-1,37.5924797,128.4108249,5850,7090,Y,033-332-4303,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
진부고등학교 운동장,지진대피소,옥외대피소,운동장,강원도 평창군 진부면 솔천길 69,강원도 평창군 진부면 하진부리 258-2,37.6354902,128.5524823,8215,9957,Y,033-335-7009,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
횡계초등학교 운동장,지진대피소,옥외대피소,운동장,강원도 평창군 대관령면 꽃밭양지길 16-3,강원도 평창군 대관령면 횡계리 304-3,37.6762717,128.7112376,5848,7088,Y,033-335-5010,,별도지구지정사항없음,,,,미적용,,,,1,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
대화고등학교 체육관,지진대피소,실내대피소,학교,강원도 평창군 대화면 대화중앙로 32-8,강원도 평창군 대화면 대화리 476,37.4927508,128.4600265,981,297,Y,033-333-2762,,별도지구지정사항없음,,,,적용,,,,,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
봉평고등학교 다목적체육관,지진대피소,실내대피소,학교,강원도 평창군 봉평면 기풍4길 27-6,강원도 평창군 봉평면 창동리 332,37.617897,128.3809589,632,238,Y,033-339-7800,,별도지구지정사항없음,,,,적용,,,,,,,강원도평창교육지원청,033-330-2390,2019-05-28,4280000,강원도 평창군,
광양칠성초등학교,지진대피소,옥외대피소,학교,전라남도 광양시 광양읍 서평로 60,,34.9788898170,127.5788934171,10986,3329,Y,061-762-8696,,별도 지구지정사항 없음,,,,미적용,,,,,,,광양칠성초등학교,,2019-03-18,4840000,전라남도 광양시,
광양덕례초등학교,지진대피소,옥외대피소,학교,전라남도 광양시 광양읍 서산길 77,,34.9687738496,127.5702944050,11005,3334,Y,061-763-8028,,별도 지구지정사항 없음,,,,미적용,,,,,,,광양덕례초등학교,,2019-03-18,4840000,전라남도 광양시,
